Symbol,Name,BuiltOn
BRDG,Bridge Protocol (BRDG),
XQC,Quras Token (XQC),ETH
X7R,X7R (X7R),ETH
CONG,The Conglomerate Capital (CONG),
BXF,BlackFort Token (BXF),
JPAW,Jpaw Inu (JPAW),ETH
MERKLE,Merkle Network (MERKLE),BNB
CCE,CloudCoin (CCE),
ITG,iTrust Governance (ITG),ETH
BRX,Breakout Stake (BRX),
CRT,Carr.Finance (CRT),
STC,Satoshi Island (STC),BNB
FCT,FirmaChain (FCT),
COX,CobraCoin (COX),
UTH,Uther (UTH),
STCN,Stakecoin (STCN),
AIRE,Tokenaire (AIRE),
OROX,Cointorox (OROX),
NVA,Neeva Defi (NVA),
ENX,ENEX (ENX),ETH
ARIA,Legends of Aria (ARIA),
LBTC,LiteBitcoin (LBTC),
BZNT,Bezant (BZNT),ETH
DTR,Dynamic Trading Rights (DTR),
BOLT,Bolt (BOLT),
BTE,BTEcoin (BTE),
NANO,Nano (NANO),
QLC,QLC Chain (QLC),
SCTK,SharesChain (SCTK),
DIGG,DIGG (DIGG),ETH
USDU,Upper Dollar (USDU),ETH
XCE,Cerium (XCE),
PGL,Prospectors (PGL),
TBB,Trade Butler Bot (TBB),ETH
BPRIVA,Privapp Network (BPRIVA),BNB
HAND,ShowHand (HAND),
GOLDENG,Golden Goose (GOLDENG),ETH
DICETRX,TRONbetDice (DICETRX),
HECTA,Hectagon (HECTA),BNB
KCASH,Kcash (KCASH),ETH
ELVN,11Minutes (ELVN),BNB
SHFT,Shyft Network (SHFT),ETH
CIC,CIChain (CIC),
VALUE,Value Liquidity (VALUE),ETH
FOXD,Foxdcoin (FOXD),
GAMEFI,GameFi Token (GAMEFI),BNB
TASTE,TasteNFT (TASTE),BNB
BTXC,Bettex coin (BTXC),
SPRKL,Sparkle Loyalty (SPRKL),
XRUN,XRun (XRUN),ETH
R3FI,r3fi.finance (R3FI),ETH
MOFOLD,Molecular Future (ERC20) (MOFOLD),ETH
YOU,YOU Chain (YOU),ETH
LKN,LinkCoin Token (LKN),
SOCKS,Unisocks (SOCKS),ETH
DEK,DekBox (DEK),BNB
RBIF,Robo Inu Finance (RBIF),ETH
ZEON,Zeon Network (ZEON),
TGC,TigerCoin (TGC),
FUTC,FutCoin (FUTC),
ERD,Elrond (ERD),"ETH,BNB"
QUARASHI,Quarashi Network (QUARASHI),
DGM,DigiMoney (DGM),
CHIWAWA,Chiwawa (CHIWAWA),
BSATOSHI,BabySatoshi (BSATOSHI),ETH
DYC,Dycoin (DYC),
MFC,MFCoin (MFC),
PSWAP,Polkaswap (PSWAP),ETH
ORBS,Orbs (ORBS),ETH
ZYD,ZayedCoin (ZYD),
OS76,OsmiumCoin (OS76),
SETHER,Sether (SETHER),
JC,JesusCoin (JC),
DAIN,Dain Token (DAIN),ETH
DOGEDAO,DogeDao (DOGEDAO),ETH
PHS,PhilosophersStone (PHS),
NBOT,Naka Bodhi Token (NBOT),
HAUS,DAOhaus (HAUS),ETH
JANE,JaneCoin (JANE),
NMH,Namahe (NMH),
OSC,iOscar (OSC),
LUCKY,Lucky Lion (LUCKY),BNB
PCL,Peculium (PCL),BNB
ILK,Inlock (ILK),
GTSE,Global Tourism Sharing Ecology (GTSE),
BFT,BF Token (BFT),ETH
POLA,Polaris Share (POLA),ETH
SLM,SlimCoin (SLM),
HEEL,HeelCoin (HEEL),
HNB,HashNet BitEco (HNB),
KOIN,Koinos (KOIN),ETH
DBUND,DarkBundles (DBUND),ETH
CTASK,CryptoTask (CTASK),ETH
SCC,StockChain Coin (SCC),
ATMOS,Novusphere (ATMOS),
W12,W12 Protocol (W12),
BEST,Bitpanda Ecosystem Token (BEST),ETH
ALLBI,ALL BEST ICO (ALLBI),BNB
VPP,Virtue Poker Points (VPP),ETH|BNB
wsOHM,Wrapped Staked Olympus (wsOHM),
DEM,eMark (DEM),
KAI,KardiaChain (KAI),ETH
PTERIA,Pteria (PTERIA),
DOGESWAP,Dogeswap Token (HECO) (DOGESWAP),HT
WAXP,Worldwide Asset eXchange (WAXP),
IOVT,IOV (IOVT),
BVND,Binance VND (BVND),
COMBO,Furucombo (COMBO),ETH
NDX,Indexed Finance (NDX),ETH
NAME,PolkaDomain (NAME),ETH
RAINBOW,Rainbow Token (RAINBOW),BNB
EVOL,EVOL NETWORK (EVOL),ETH
VRSC,Verus Coin (VRSC),
XNT,Exenium (XNT),
CFXT,Chainflix (CFXT),ETH
DBD,Day By Day (DBD),ETH
ALCH,Alchemy (ALCH),
SEEDV,Seed Venture (SEEDV),
TMT,Tamy Token (TMT),
FANC,fanC (FANC),ETH
DOCK,Dock.io (DOCK),ETH
VIRAL,Viral Coin (VIRAL),
RBIT,ReturnBit (RBIT),
JOK,JokerCoin (JOK),
SFU,Saifu (SFU),
EOSBLACK,eosBLACK (EOSBLACK),
BONTE,Bontecoin (BONTE),
FORCEC,Force Coin (FORCEC),
ORME,Ormeus Coin (ORME),
LYQD,eLYQD (LYQD),
EER,Ethereum eRush (EER),
PONYO,Ponyo Impact (PONYO),"ETH,BNB"
XET,Xfinite Entertainment Token (XET),ALGO
APS,APRES (APS),
LENDA,Lenda (LENDA),BNB
SUPERTX,SuperTX (SUPERTX),
VST,VentiSwap (VST),ETH
AION,Aion (AION),
OOT,Utrum (OOT),
DACASH,DACash (DACASH),
IMPT,Ether Kingdoms Token (IMPT),
ATN,ATN (ATN),
TPC,Techpay (TPC),
SKEB,Skeb (SKEB),ETH
SPRTS,Sprouts (SPRTS),
ZERO,Zero Tech (ZERO),ETH
DBA,Digital Bank of Africa (DBA),BNB
BLOCKPAY,BlockPay (BLOCKPAY),
TIX,Blocktix (TIX),
COMPD,Compound Coin (COMPD),
FOCV,FOCV (FOCV),
JIAOZI,Jiaozi (JIAOZI),
SKU,Sakura (SKU),
AXL,Axelar (AXL),
DYNCOIN,Dyncoin (DYNCOIN),
SPLA,SmartPlay (SPLA),
PONZU,Ponzu Inu (PONZU),ETH
CHE,CherrySwap (CHE),OKT
SSS,StarSharks (SSS),BNB
ZLK,Zenlink Network (ZLK),MOVR
STSR,SatelStar (STSR),ETH
CMZ,CRYPTOMAGZ (CMZ),
DMS,Documentchain (DMS),
SOONCOIN,SoonCoin (SOONCOIN),
MUN,MUNcoin (MUN),
HEARTBOUT,HeartBout Pay (HEARTBOUT),
RGP,Rigel Protocol (RGP),
FORTH,Ampleforth Governance Token (FORTH),ETH
FAIR,FairCoin (FAIR),
MERCURY,Mercury (MERCURY),
COINLION,CoinLion (COINLION),
INNBC,Innovative Bioresearch Coin (INNBC),ETH
IBANK,iBankCoin (IBANK),
EBC,EBCoin (EBC),
ASST,AssetStream (ASST),
DOLA,Dola USD Stablecoin (DOLA),ETH
AI,Multiverse (AI),ETH
PBX,Paribus (PBX),ETH
WAMPL,Wrapped Ampleforth (WAMPL),ETH
SAITANOBI,Saitanobi (SAITANOBI),ETH
LEAF,LeafCoin (LEAF),
PAPUSHA,Papusha (PAPUSHA),
FN,Filenet (FN),
DIVO,DIVO Token (DIVO),
CDY,Bitcoin Candy (CDY),
QBAO,Qbao (QBAO),
YAG,Yaki Gold (YAG),BNB
CKC,Clockcoin (CKC),
KYL,Kylin Network (KYL),ETH
BUMN,BUMooN (BUMN),BNB
STRAX,Stratis (STRAX),
GTIB,Global Trust Coin (GTIB),
MIN,MINDOL (MIN),
SPA,Sperax (SPA),ETH
WSTR,Wrapped Star (WSTR),ETH
RVC,Revenue Coin (RVC),BNB
DNA,Metaverse (DNA),
CC10,Cryptocurrency Top 10 Tokens Index (CC10),ETH
SNY,Synthetify  (SNY),
SHIBO,ShiBonk (SHIBO),BNB
CTXC,Cortex (CTXC),
NOX,NITRO (NOX),
STRAY,Animal Token (STRAY),BNB
IDV,Idavoll DAO (IDV),ETH
CCXC,CoolinDarkCoin (CCXC),
ZCX,Unizen (ZCX),ETH
PRV,PrivacySwap (PRV),BNB
OPU,Opu Coin (OPU),
CCTN,Connectchain (CCTN),
WSTETH,Lido wstETH (WSTETH),ETH
UNITY,SuperNET (UNITY),
NOM,Finom NOM Token (NOM),
BVO,BRAVO Pay (BVO),
OKS,Oikos (OKS),TRX
GDT,Globe Derivative Exchange (GDT),ETH
FLUX,Flux (FLUX),0x720cd16b011b987da3518fbf38c3071d4f0d1495
GT,Gatechain Token (GT),ETH
ANKORUS,Ankorus Token (ANKORUS),
BITROLIUM,Bitrolium (BITROLIUM),
LVN,LivenPay (LVN),
GTK,GoToken (GTK),ETH
DIT,Ditcoin (DIT),
METM,MetaMorph (METM),
PNG,Pangolin (PNG),AVAX
AMA,MrWeb (AMA),
DATX,DATx (DATX),ETH
ITU,iTrue (ITU),
LOTES,Loteo (LOTES),
TROY,Troy (TROY),BNB
MONO,MonoX (MONO),ETH
NPXS,Pundi X (NPXS),ETH
BB,Baby Bali (BB),
SMCW,Space Misfits (SMCW),BNB
XCO,XCoin (XCO),
DLXV,Delta-X (DLXV),
OBX,OpenBlox (OBX),AVAX
PLD,Plutonian DAO (PLD),SOL
GOLC,GOLCOIN (GOLC),ETH
UPCG,Upcomings (UPCG),BNB
BORA,BORA (BORA),KLAY
MPH,Morpher (MPH),
U8D,Universal Dollar (U8D),ETH
COMFI,CompliFi (COMFI),ETH
PEL,Propel Token (PEL),"ETH,BNB"
NUM,Numbers Protocol (NUM),ETH
APOD,AirPod (APOD),
CUSDC,Compound USD Coin (CUSDC),ETH
GOLDX,eToro Gold (GOLDX),
GZIL,governance ZIL (GZIL),
NBP,NFTBomb (NBP),BNB
CHSB,SwissBorg (CHSB),ETH
CHASH,CleverHash (CHASH),
TRUMP,TrumpCoin (TRUMP),
RDPX,Dopex Rebate Token (RDPX),ETH
INFTT,iNFT Token (INFTT),BNB
DCRE,DeltaCredits (DCRE),
SCAT,Sad Cat Token (SCAT),ETH
AGI,SingularityNET (AGI),ETH
XDCE,XinFin Coin (XDCE),
MNRB,MoneyRebel (MNRB),
PSM,Prasm (PSM),
IOEX,ioeX (IOEX),
CURRY,CurrySwap (CURRY),ETH
GOMA,GOMA Finance (GOMA),BNB
MONS,Monsters Clan (MONS),BNB
STMX,StormX (STMX),ETH
TZC,TrezarCoin (TZC),
DTEM,Dystem (DTEM),
QUROZ,Qfora (QUROZ),
SRP,Starpunk (SRP),BNB
CPN,CompuCoin (CPN),
FLC,FlowChainCoin (FLC),
BCHC,BitCherry (BCHC),
BITNEW,BitNewChain (BITNEW),
HYBRID,Hybrid Bank Cash (HYBRID),
API3,API3 (API3),ETH
IRIS,IRIS Network (IRIS),
ORGA,Organicco (ORGA),
CLDX,Cloverdex (CLDX),
UDT,Unlock Protocol (UDT),ETH
H2O,H2O Dao (H2O),BNB
EVMOS,Evmos (EVMOS),
TITANO,Titano (TITANO),BNB
ZAP,Zap (ZAP),ETH
FUCK,Fuck Token (FUCK),
DREP,DREP (DREP),ETH
KLEE,KleeKai (KLEE),ETH
SVS,GivingToServices SVS (SVS),ETH
HTT,Hello Art (HTT),KLAY
ELONGT,Elon GOAT (ELONGT),ETH
PLNC,PLNCoin (PLNC),
OPTION,OptionCoin (OPTION),
LTA,Litra (LTA),
KAPU,Kapu (KAPU),
PHI,PHI Token (PHI),
FMEX,FMex (FMEX),
HYBN,Hey Bitcoin (HYBN),
DDR,Digi Dinar (DDR),
SIFU,SIFU (SIFU),ETH
CNHT,Tether CNH (CNHT),
BIOC,BioCrypt (BIOC),
YSAFE,yieldfarming.insure (YSAFE),
RAY,Raydium (RAY),SOL
CFL365,CFL365 Finance (CFL365),ETH
MODA,MODA DAO (MODA),"ETH,FTM,MATIC,NEAR"
SAFE,SafeCoin (SAFE),
VISR,Visor (VISR),ETH
MCONTENT,MContent (MCONTENT),BNB
MISA,Sangkara (MISA),BNB
CHP,CoinPoker Token (CHP),"ETH,MATIC"
KON,KonPay (KON),ETH
ERA,ETHA (ERA),
FSHN,Fashion Coin (FSHN),
CLR,CopperLark (CLR),
STARL,StarLink (STARL),ETH
DBZ,Diamond Boyz Coin (DBZ),BNB
MOONARCH,Moonarch (MOONARCH),BNB
DEXA,DEXA COIN (DEXA),ETH
SWASH,Swash (SWASH),ETH
CHIP,Chip (CHIP),
GNY,GNY (GNY),ETH
TITA,Titan Hunters (TITA),BNB
NXC,Nexium (NXC),ETH
IZX,IZX (IZX),
CASHT,Cash Tech (CASHT),
IZICHAIN,IZIChain (IZICHAIN),ETH
NOKU,NOKU Master token (NOKU),
INE,IntelliShare (INE),
HVE,UHIVE (HVE),
CAKEMOON,CakeMoon (CAKEMOON),BNB
ECC,Etherconnect (ECC),BNB
ADB,Adbank (ADB),ETH
ERG,Ergo (ERG),
VTN,Voltroon (VTN),
MITX,Morpheus Infrastructure Token (MITX),ETH
HBX,Hyperbridge (HBX),
TOL,Tolar (TOL),
YAMV2,YAM v2 (YAMV2),ETH
IPAD,Infinity Pad (IPAD),ETH
ALUX,Alux Bank (ALUX),
GOF,Golff (GOF),ETH
NOTE,Notional Finance (NOTE),ETH
ERC20,ERC20 (ERC20),
CFI,Cofound.it (CFI),
XAMP,Antiample (XAMP),
WON,WeBlock (WON),
CBDC,CannaBCoin (CBDC),
HOP,Hop Protocol (HOP),ETH
SCO,SCOPE (SCO),ETH
DRACO,DT Token (DRACO),
TRI,Triangles Coin (TRI),
XSEED,BitSeeds (XSEED),
WITCOIN,Witcoin (WITCOIN),
VLTX,Volentix (VLTX),
KING,KingSwap (KING),
PLANET,PlanetCoin (PLANET),
UPR,Upfire (UPR),ETH|BNB
APED,Baddest Alpha Ape Bundle (APED),ETH
XDATA,Streamr XDATA (XDATA),ETH
GXA,Galaxia (GXA),KLAY
BUBO,Budbo (BUBO),
ETRNT,Eternal Trusts (ETRNT),
BUFFDOGE,Buff Doge (BUFFDOGE),ETH
ALPS,Alpenschillling (ALPS),
CHX,Own (CHX),
CARAT,Carats Token (CARAT),
DIKO,Arkadiko (DIKO),
ZEROEX,0.exchange (ZEROEX),"ETH,BNB,AVAX"
AURUM,Aurum (AURUM),
MENGO,Flamengo Fan Token (MENGO),CHZ
SPACEPI,SpacePi (SPACEPI),BNB
CHI,Chi Gastoken (CHI),
ILT,iOlite (ILT),
ZIP,Zipper (ZIP),
DREAMS,Dreams Quest (DREAMS),BNB
HQT,HyperQuant (HQT),
GASP,gAsp (GASP),
SAS,Stand Share (SAS),ETH
AQUAP,Planet Finance (AQUAP),BNB
SML,Saltmarble (SML),ETH
SOVE,Soverain (SOVE),
THC,The Hempcoin (THC),
WT,WeToken (WT),
YAP,Yap Stone (YAP),
FAKT,Medifakt (FAKT),ETH
300,300 token (300),ETH
WILDC,Wild Crypto (WILDC),
VDX,Vodi X (VDX),
UNBNK,Unbanked (UNBNK),ETH
FUS,Fus (FUS),
CASH,CashCoin (CASH),
DVP,Decentralized Vulnerability Platform (DVP),ETH
DWZ,DeFi Wizard (DWZ),ETH
CPD,CoinsPaid (CPD),ETH|BNB|MATIC
TASH,Smart Trip Platform (TASH),
CLINK,cLINK (CLINK),ETH
SAITAMAV1,Saitama v1 (SAITAMAV1),ETH
AST,AirSwap (AST),ETH
TAGR,Think And Get Rich Coin (TAGR),
TRICK,TrickyCoin (TRICK),
GJC,Global Jobcoin (GJC),
ANTE,ANTE (ANTE),
MOB,MobileCoin (MOB),
NABOX,Nabox (NABOX),ETH
ISHND,StrongHands Finance (ISHND),BNB
SESSIA,SESSIA (SESSIA),
CNYT,CNY Tether (CNYT),
GHCOLD,Galaxy Heroes Coin (GHCOLD),BNB
NWCN,NowCoin (NWCN),
CTE,Crypto Tron (CTE),
MOVE,MarketMove (MOVE),BNB
GREEN,GreenX (GREEN),
BULLC,BuySell (BULLC),
MNS,Monnos (MNS),ETH
STSOL,Lido Staked SOL (STSOL),SOL
BXC,BonusCloud (BXC),ETH
SILK,SilkCoin (SILK),
SCLP,Scallop (SCLP),BNB
BITOK,BitOKX (BITOK),
UNISTAKE,Unistake (UNISTAKE),ETH
FDO,Firdaos (FDO),ETH
ERTHA,Ertha (ERTHA),BNB
SCNSOL,Socean Staked Sol (SCNSOL),SOL
LCC,LitecoinCash (LCC),
BNPL,BNPL Pay (BNPL),ETH
PUSH,Ethereum Push Notification Service (PUSH),
YUCT,Yucreat (YUCT),
NCC,NeuroChain (NCC),ETH
NTO,Neutro Protocol (NTO),
AIR,Altair (AIR),
KCT,Konnect (KCT),ETH
ABBC,ABBC Coin (ABBC),
KSC,KStarCoin (KSC),
ETH2,Eth 2.0 Staking by Pool-X (ETH2),
ELU,Elumia (ELU),SOL
RND,The RandomDAO (RND),ETH
NVC,NovaCoin (NVC),
COTI,COTI (COTI),"Mainnet,BNB"
DOGEZILLA,DogeZilla (DOGEZILLA),BNB
ROAR,Alpha DEX (ROAR),MOVR
CRAB,CrabCoin (CRAB),
SFT,SportsFix (SFT),
WIKI,Wiki Token (WIKI),
H2ON,H2O Securities (H2ON),BNB
SPM,Supreme (SPM),
MLS,CPROP (MLS),
DEI,Deimos (DEI),
MZK,Muzika Network (MZK),
GFX,GamyFi Token (GFX),ETH
JPEG,JPEG'd (JPEG),ETH
CURI,Curium (CURI),
ICB,IceBergCoin (ICB),
ATHE,Atheios (ATHE),
ENGT,Engagement Token (ENGT),
NINKY,Ninky (NINKY),BNB
INARI,Inari (INARI),ETH
WCSOV,Wrapped CrownSterling (WCSOV),ETH
ALU,Altura (ALU),BNB
EFK,ReFork (EFK),
ETNY,Ethernity Cloud (ETNY),
SGB,Songbird (SGB),
LIKEC,LikeCoin (LIKEC),
TROLL,Trollcoin (TROLL),
URALS,Urals Coin (URALS),
OCE,OceanEX Token (OCE),
SHON,ShonToken (SHON),BNB
BITS,BitstarCoin (BITS),
FER,Ferro (FER),CRO
SMLY,SmileyCoin (SMLY),
DNO,Denaro (DNO),
RPUT,Robin8 Profile Utility Token (RPUT),
ZUC,Zeux (ZUC),ETH
COPS,Cops Finance (COPS),ETH
FARA,FaraLand (FARA),
GDAO,Governor DAO (GDAO),ETH
APT,Aptos (APT),
BGS,Battle of Guardians Share (BGS),BNB
HEDGE,Hedgecoin (HEDGE),
SWT,Swarm City Token (SWT),
DARICO,Darico (DARICO),
SPD,Stipend (SPD),
SIC,Swisscoin (SIC),
$TRDL,Strudel Finance ($TRDL),ETH
NTR,Nether (NTR),BNB
NOO,Noocoin (NOO),
WCC,Wincash Coin (WCC),
ARCA,Arca (ARCA),ETH
TRTL,TurtleCoin (TRTL),
VANY,Vanywhere (VANY),
NRX,Neironix (NRX),
MOONEY,Moon DAO (MOONEY),ETH
OMNIA,OmniaVerse (OMNIA),BRISE
MASQ,MASQ (MASQ),ETH
CCN,CannaCoin (CCN),
PDOG,Polkadog (PDOG),ETH
XPAY,Wallet Pay (XPAY),BNB
KRD,Krypton DAO (KRD),BNB
PYC,PayCoin (PYC),
GIM,Gimli (GIM),
ARBI,Arbi (ARBI),
DPN,DIPNET (DPN),
LEMC,LemonChain (LEMC),KLAY
PLSD,PulseDogecoin (PLSD),ETH
IXT,iXledger (IXT),
CAMP,Camp (CAMP),
LDFI,LenDeFi Token (LDFI),ETH
MBT,Metablackout (MBT),BNB
DINU,Dogey-Inu (DINU),ETH
AOG,AgeOfGods (AOG),BNB
FTP,FuturePoints (FTP),
ERIS,Eristica (ERIS),
GLDY,Buzzshow (GLDY),
CLEG,Chain of Legends (CLEG),BNB
KUE,Kuende (KUE),
YYFI,YYFI.Protocol (YYFI),
EFIL,Ethereum Wrapped Filecoin (EFIL),ETH
NFTYP,NFTY DeFi Protocol (NFTYP),ETH
ARGENTUM,Argentum (ARGENTUM),
SPANK,SpankChain (SPANK),
VZT,Vezt (VZT),
XT3,Xt3ch (XT3),
XANK,Xank (XANK),
TLM,Alien Worlds (TLM),ETH
CODEX,CODEX Finance (CODEX),BNB
LIPS,LipChain (LIPS),
CBAT,Compound Basic Attention Token (CBAT),ETH
BRNK,Brank (BRNK),ETH
WARS,MetaWars (WARS),BNB
LRC,Loopring (LRC),ETH
8BIT,8BIT Coin (8BIT),
ALPA,Alpaca (ALPA),ETH
COLX,ColossusCoinXT (COLX),
BINEM,Binemon (BINEM),
CWIS,Crypto Wisdom Coin (CWIS),
VODKA,Vodka Token (VODKA),BNB
IJZ,iinjaz (IJZ),ETH
KIBA,Kiba Inu (KIBA),ETH|BNB
KISC,Kaiser (KISC),
GZONE,GameZone (GZONE),BNB
GIF,Gift Token (GIF),
METEOR,Meteorite Network (METEOR),ETH
NORA,SnowCrash Token (NORA),BNB
PARETO,Pareto Network Token (PARETO),
BBO,Bigbom (BBO),
OPEX,Optherium Token (OPEX),
GRBE,Green Beli (GRBE),BNB
BOXX,Blockparty (BOXX),
ODC,Overseas Direct Certification (ODC),
CHIRP,Chirp (CHIRP),ETH
ODNT,Old Dogs New Tricks (ODNT),
DETH,DarkEther (DETH),
FRST,FirstCoin (FRST),
ENCN,EndChain (ENCN),
PANDO,Pando (PANDO),ETH
CTK,Shentu (CTK),
CHIPS,CHIPS (CHIPS),
EBOX,Ethbox Token (EBOX),ETH
TSUKA,Dejitaru Tsuka (TSUKA),ETH
MARYJ,MaryJane Coin (MARYJ),
INSANE,InsaneCoin (INSANE),
SHARECHAIN,ShareChain (SHARECHAIN),
PET,Battle Pets (PET),BNB
BED,Bankless BED Index (BED),ETH
CREDI,Credefi (CREDI),
CLB,Cloudbric (CLB),
VELO,Velo (VELO),XLM
VKNF,VKENAF (VKNF),ETH
COSHI,CoShi Inu (COSHI),ETH
BRISE,Bitgert (BRISE),BNB
AWT,Airdrop World (AWT),BNB
ELONCAT,ELON CAT COIN (ELONCAT),BNB
SHB4,Super Heavy Booster 4 (SHB4),ETH
EGAME,Every Game (EGAME),ETH
TRIAS,Trias (TRIAS),ETH
BRIGHTU,Bright Union (BRIGHTU),ETH
BENT,Bent Finance (BENT),ETH
GDX,VanEck Vectors Gold Miners Etf (GDX),
WEMIX,WEMIX (WEMIX),
EUM,Elitium (EUM),ETH
AFC,Arsenal Fan Token (AFC),CHZ
TARA,Taraxa (TARA),ETH
TOMAHAWKCOIN,Tomahawkcoin (TOMAHAWKCOIN),WAVES
LINX,Linx (LINX),
PURA,Pura (PURA),
GUSD,Gemini Dollar (GUSD),ETH
LOCUS,Locus Chain (LOCUS),
IMST,Imsmart (IMST),
FL,Freeliquid (FL),ETH
LEASH,Doge Killer (LEASH),ETH
EMPC,EmporiumCoin (EMPC),
POLISPLAY,PolisPay (POLISPLAY),
TGCC,TheGCCcoin (TGCC),
MBS,MonkeyBall (MBS),SOL
OPENDAOSOS,OpenDAO (OPENDAOSOS),ETH
XCI,Cannabis Industry Coin (XCI),
WINK,Wink (WINK),
MFG,SyncFab (MFG),
ELI,GoCrypto (ELI),
RAISE,Raise Token (RAISE),
UNIVRS,Universe (UNIVRS),
BTCE,EthereumBitcoin (BTCE),
ESBC,ESBC (ESBC),
FIC,Filecash (FIC),
SDRN,Senderon (SDRN),
EFX,The Effect.ai (EFX),
SEA,Second Exchange Alliance (SEA),
CRV,Curve DAO Token (CRV),ETH
XPD,PetroDollar (XPD),
DMGBULL,3X Long DMM Governance Token (DMGBULL),
HBOT,Hummingbot (HBOT),ETH
FEN,First Ever NFT (FEN),BNB
MESA,MetaVisa (MESA),ETH
WCG,World Crypto Gold (WCG),
OMI,ECOMI (OMI),GO
POPSICLE,Popsicle Finance (POPSICLE),"ETH,BNB,FTM"
RBD,Rubidium (RBD),
BCAP,Blockchain Capital (BCAP),
SOAR,Soarcoin (SOAR),
FORCE,TriForce Tokens (FORCE),
XLD,Xcel Defi (XLD),BNB
LIST,KList Protocol (KLIST),ETH
RNDR,Render Token (RNDR),ETH
ON,OFIN Token (ON),
PVU,Plant vs Undead Token (PVU),BNB
KS2,Kingdomswap (KS2),BNB
MAGIC,Magic (MAGIC),ETH
FABA,Faba Invest (FABA),
ROOBEE,ROOBEE (ROOBEE),ETH
DKEY,DKEY Bank (DKEY),BNB
RBIES,Rubies (RBIES),
PBC,PabyosiCoin (PBC),
AVH,Animation Vision Cash (AVH),
AKT,Akash Network (AKT),Cosmos SDK
FLAP,Flappy Coin (FLAP),
BCS,Business Credit Substitute (BCS),
WMF,Whale Maker Fund (WMF),BNB
DEXE,DeXe (DEXE),
HAM,Hamster (HAM),BNB
SISA,Strategic Investments in Significant Areas (SISA),
AX,AlphaX (AX),
JCT,Japan Content Token (JCT),
IDX,Index Chain (IDX),
BCH,Bitcoin Cash (BCH),
SENC,Sentinel Chain (SENC),ETH
CGT,Coin Gabbar Token (CGT),BNB
RAIN,Rainmaker Games (RAIN),"ETH,BNB"
KBOT,Korbot (KBOT),
MEDIA,Media Network (MEDIA),
SBRT,SaveBritney (SBRT),ETH
MARS4,MARS4 (MARS4),ETH
GTFO,DumpBuster (GTFO),ETH
